연월,종목명,종목코드,시장명,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2026/03","삼성스팩12호","0096B0","KOSDAQ","2005","2030","2005","0.416335","2.048473",,,"0.003083356","110191.1688","28.571429","1127971","53713","2274123259","108291584"
"2026/03","제이엔비","452160","KOSDAQ","5210","5870","4800","5.668524","4.062065",,,"0.027506723","10667.8531","4.761905","595266","28346","3309840162","157611436"
"2026/03","산돌","419120","KOSDAQ","4040","4130","3500","3.769129","4.724058",,,"0.006744955","67614.8193","0","1715258","81679","6763319111","322062815"
"2026/03","핑거스토리","417180","KOSDAQ","1505","1706","1505","3.90389","4.170606",,,"0.022370564","833491.2173","0","2443546","116359","4049786206","192846962"
"2026/03","라이콤","388790","KOSDAQ","4935","5700","2860","11.605931","-0.314624",,,"0.001645008","475741.9516","0","57263503","2726833","264240105480","12582862166"
"2026/03","엠아이큐브솔루션","373170","KOSDAQ","2505","2900","2230","7.737631","2.877526",,,"0.018717464","64162.4164","4.761905","2352913","112043","5792115867","275815041"
"2026/03","엔켐","348370","KOSDAQ","40950","65100","29950","11.987272","2.507987",,,"0.000235975","186823.0381","0","14337782","682752","650852831375","30992991970"
"2026/03","스피어","347700","KOSDAQ","43200","53100","35300","9.149253","5.135037",,,"0.000079175","1809163.593","0","36507438","1738449","1726213948592","82200664219"
"2026/03","포인트모바일","318020","KOSDAQ","3380","3600","3175","3.640848","4.052974",,,"0.029383314","15856.6412","4.761905","459305","21872","1571439483","74830452"
"2026/03","파라택시스이더리움","290560","KOSDAQ","1800","1950","1473","6.534015","1.817835",,,"0.016136151","93372.7128","0","4383373","208732","7694726382","366415542"
"2026/03","에이텍모빌리티","224110","KOSDAQ","8600","9340","8300","3.759655","3.114748",,,"0.01203607","18773.4555","0","531492","25309","4730978945","225284712"
"2026/03","넥써쓰","205500","KOSDAQ","1638","1732","1463","4.035024","3.348178",,,"0.009422515","202048.3583","0","3935426","187401","6249115299","297576919"
"2026/03","테고사이언스","191420","KOSDAQ","12510","13990","11620","5.092829","5.066554",,,"0.019906203","6907.8765","0","285345","13588","3606307585","171728933"
"2026/03","라이온켐텍","171120","KOSDAQ","2055","2115","1998","1.764031","3.170521",,,"0.008574783","125895.2216","0","1544140","73530","3182500050","151547621"
"2026/03","내츄럴엔도텍","168330","KOSDAQ","2120","2610","1961","6.892883","4.189781",,,"0.030941944","26574.36","0","2085715","99320","4590415962","218591236"
"2026/03","우양에이치씨","101970","KOSDAQ","12040","14910","10880","6.135849","1.7567",,,"0.011908877","29212.7851","0","1596311","76015","22025062995","1048812524"
"2026/03","유비벨록스","089850","KOSDAQ","5070","5540","4740","3.017359","4.959517",,,"0.008448479","33154.5141","4.761905","1140288","54299","5959071808","283765324"
"2026/03","오킨스전자","080580","KOSDAQ","18970","21300","12810","9.011424","-0.313463",,,"0.000480592","355465.0319","0","16850747","802417","312495455670","14880735984"
"2026/03","멤레이비티","072770","KOSDAQ","725","820","715","4.633954","0.289828",,,"0.010500123","368566.6169","4.761905","10045911","478377","7754660075","369269527"
"2026/03","비엘팜텍","065170","KOSDAQ","3095","4745","2985","10.069423","3.83023",,,"0.000534883","4255833.0301","0","111020688","5286699","451958573386","21521836828"
"2026/03","SM Life Design","063440","KOSDAQ","1533","1560","1380","3.553594","1.143557",,,"0.008804959","297345.3814","4.761905","4007309","190824","5930125929","282386949"
"2026/03","엠게임","058630","KOSDAQ","5000","5360","4750","3.268229","2.897651",,,"0.006340997","72684.831","0","1314692","62604","6733615822","320648372"
"2026/03","에스폴리텍","050760","KOSDAQ","1378","1634","1112","7.827839","10.159606",,,"0.048944469","198084.2644","4.761905","24380679","1160985","43493222883","2071105852"
"2026/03","시그네틱스","033170","KOSDAQ","691","811","691","5.819846","3.439305",,,"0.012074105","212555.0883","0","8550093","407147","6574159505","313055215"
"2026/03","삼진","032750","KOSDAQ","3225","3440","3100","3.118057","4.205642",,,"0.028506397","28439.9744","0","496481","23642","1646115853","78386469"
"2026/03","한국선재","025550","KOSDAQ","3120","3545","2900","4.648694","2.086325",,,"0.005016218","170496.3345","0","6022216","286772","20286536217","966025534"
"2026/03","교보19호스팩","0098T0","KOSDAQ","2050","2080","2050","0.323732","0.973806",,,"0.012764551","47756.7046","28.571429","389736","18559","803556487","38264595"
"2026/03","신영스팩11호","0091W0","KOSDAQ","2060","2095","2055","0.430999","1.700195",,,"0.00753123","66331.6121","28.571429","542629","25839","1122042386","53430590"
"2026/03","대주산업","003310","KOSDAQ","3430","4185","3430","5.628203","2.786059",,,"0.000574652","2608207.4315","0","58106903","2766995","233496127263","11118863203"
"2026/03","한켐","457370","KOSDAQ","8000","9380","7800","5.222297","2.474184",,,"0.004422175","71697.0671","0","1826228","86963","16008819420","762324734"
"2026/03","한선엔지니어링","452280","KOSDAQ","13850","16840","8000","10.296347","1.898402",,,"0.001792086","250921.3474","0","22425846","1067897","339398256645","16161821745"
"2026/03","에스지헬스케어","398120","KOSDAQ","4330","4500","3300","6.569631","2.093988",,,"0.007321828","124013.9011","0","3640806","173372","15004446632","714497459"
"2026/03","씨엠티엑스","388210","KOSDAQ","124100","151200","119800","7.160982","-0.183384",,,"0.000240927","59710.2826","0","3334841","158802","468211900950","22295804807"
"2026/03","큐로셀","372320","KOSDAQ","49100","53700","46300","5.689041","1.228741",,,"0.000696653","140512.9461","0","2418958","115188","119610026400","5695715543"
"2026/03","오에스피","368970","KOSDAQ","1750","1750","1540","2.211147","0.765653",,,"0.047812984","20586.1335","0","600396","28590","959216387","45676971"
"2026/03","오토앤","353590","KOSDAQ","2710","2880","2500","5.1518","1.380015",,,"0.051264614","10576.6937","9.52381","601285","28633","1661575059","79122622"
"2026/03","프레스티지바이오로직스","334970","KOSDAQ","2405","2655","2400","3.800961","0.828736",,,"0.010896559","60654.4913","0","2374077","113051","5952175407","283436924"
"2026/03","박셀바이오","323990","KOSDAQ","7630","8860","7630","4.35208","3.300772",,,"0.002480467","107068.1767","0","3170539","150978","25911551015","1233883382"
"2026/03","LS티라유텍","322180","KOSDAQ","6770","8380","6770","5.624797","1.740061",,,"0.003143081","89365.1652","0","3817147","181769","29403710780","1400176704"
"2026/03","에스피시스템스","317830","KOSDAQ","9170","11250","9110","6.533066","3.64892",,,"0.003672391","109732.9062","0","2391181","113866","24789171200","1180436724"
"2026/03","퀀타매트릭스","317690","KOSDAQ","3635","4015","3320","5.635912","2.304034",,,"0.009962053","49313.0638","4.761905","3148930","149949","12069519647","574739031"
"2026/03","바이오다인","314930","KOSDAQ","11900","13020","11020","5.177341","1.350752",,,"0.003789131","41519.6722","0","1678777","79942","20500795465","976228355"
