연월,종목명,종목코드,시장명,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2026/05","엔에스컴퍼니","224760","KONEX","2515","3000","2515","7.625461","-0.566395",,,"551.921142005","1739.1639","11.111111","19931","1424","55759310","3982808"
"2026/05","노브메타파마","229500","KONEX","8600","9140","7800","4.812489","1.023066",,,"0.090008466","5481.4272","0","91670","5093","769126420","42729246"
"2026/05","미래엔에듀파트너","208890","KONEX","765","985","765","4.329841","5.843213",,,"1528.987663441","0.1943","61.111111","96","16","80900","13483"
"2026/05","바스칸바이오제약","354390","KONEX","4300","5000","4300","3.840936","5.334552",,,"4.527204785","791.0866","11.111111","24528","1443","107857925","6344584"
"2026/05","애니메디솔루션","390110","KONEX","266","345","253","10.596496","-1.194088",,,"967.573053351","909.682","11.111111","54835","3046","16119056","895503"
"2026/05","메디젠휴먼케어","236340","KONEX","3200","4000","1900","8.366566","-1.168293",,,"29.320721076","214.9205","16.666667","26096","1450","66517180","3695399"
"2026/05","에스알바이오텍","270210","KONEX","13370","17940","13370","4.134901","-0.345489",,,"0.745888384","842.9023","0","35298","1961","515958300","28664350"
"2026/05","노드메이슨","317860","KONEX","4700","4700","4025","4.37864","7.241996",,,"4.665026028","293.252","55.555556","45708","3516","188592565","14507120"
"2026/05","원포유","122830","KONEX","980","1334","930","4.621713","2.285835",,,"0.172400822","17370.1339","0","414564","23031","450801470","25044526"
"2026/05","무진메디","322970","KONEX","2385","2985","2375","3.410729","2.192783",,,"1.732004611","4897.4072","5.555556","68518","3807","174629055","9701614"
"2026/05","태양3C","052960","KONEX","3400","3595","3345","3.62466","-0.974875",,,"132.347592122","680.6706","11.111111","58017","3223","198647710","11035984"
"2026/05","엔더블유시","059180","KONEX","4885","4900","4800","0.609304","8.176289",,,"0.049390085","383.7044","66.666667","25296","2530","122701505","12270151"
"2026/05","대주이엔티","114920","KONEX","2280","2900","2280","7.088797","-1.280132",,,"23.423429592","232.2617","0","18243","1014","40928822","2273823"
"2026/05","질경이","233990","KONEX","1639","1810","1515","4.475036","-0.789692",,,"7.559525014","1534.2832","11.111111","63611","3534","107809819","5989434"
"2026/05","켈스","402420","KONEX","1349","1349","950","6.395143","0.375772",,,"720.440998637","78.0865","27.777778","1474","87","1524551","89679"
"2026/05","티엘엔지니어링","413300","KONEX","1954","2145","1638","6.755376","1.137078",,,"11.948636376","414.5708","5.555556","9107","506","17136373","952021"
"2026/05","메디안디노스틱","233250","KONEX","8200","9000","8200","2.457401","2.375888",,,"44.200261091","66.4813","33.333333","386","28","3310400","236457"
"2026/05","아이티센코어","243870","KONEX","10600","12450","9990","4.77196","0.975977",,,"0.487402751","5233.6092","0","44736","2485","460000570","25555587"
"2026/05","크로넥스","215570","KONEX","879","1096","879","5.69849","1.09788",,,"1.610258876","8305.9003","0","79651","4425","76323807","4240212"
"2026/05","이비테크","208850","KONEX","5000","6120","5000","4.888957","4.040294",,,"46.866298843","36.7777","38.888889","1739","217","9319770","1164971"
"2026/05","타임기술","318660","KONEX","2895","3100","2695","3.698986","2.714541",,,"3.893935846","852.2943","5.555556","9187","510","26135950","1451997"
"2026/05","볼빅","206950","KONEX","1699","1996","1638","10.703008","-1.408074",,,"2231.484741671","111.6833","0","20256","1125","30749832","1708324"
"2026/05","코나솔","176590","KONEX","2600","2900","2410","5.181812","-0.822656",,,"2.482579721","1329.9021","0","30292","1683","80228115","4457118"
"2026/05","엘에이티","311060","KONEX","3380","3530","3300","2.104298","1.013537",,,"2.424771872","1654.0358","5.555556","48256","2839","167590780","9858281"
"2026/05","에스테크엠","0070X0","KONEX","11440","11440","7420","8.281597","0.429185",,,"56.727660423","41.2001","0","1775","99","17163270","953515"
"2026/05","탈로스","434190","KONEX","3690","3950","3500","3.870025","1.84661",,,"74.179079147","307.4871","5.555556","10801","600","37671990","2092888"
"2026/05","프로젠","296160","KONEX","4255","4830","3940","4.52757","1.548256",,,"0.090917855","11247.402","0","191579","10643","848408200","47133789"
"2026/05","럭스피아","092590","KONEX","670","900","670","6.088213","0.968702",,,"186.895935208","86.4015","5.555556","1698","94","1289917","71662"
"2026/05","마이크로엔엑스","448780","KONEX","840","959","784","7.247705","0.213417",,,"769.224838947","237.9574","0","10517","584","8286509","460362"
"2026/05","엔솔바이오사이언스","140610","KONEX","12140","13590","12140","1.594908","-0.63717",,,"0.012595241","35795.259","0","226258","12570","2908155150","161564175"
"2026/05","미쥬","351020","KONEX","7190","8250","6800","6.416111","3.070609",,,"193.629902348","4.3653","44.444444","440","44","3373280","337328"
"2026/05","유니포인트","121060","KONEX","987","987","700","6.580869","1.905545",,,"1463.886054259","30.5636","61.111111","168","24","131925","18846"
"2026/05","아하","102950","KONEX","1678","2625","1678","3.548954","-0.54042",,,"0.355043914","12331.8213","0","91605","5089","192729191","10707177"
"2026/05","더콘텐츠온","302920","KONEX","2600","2900","2600","2.832342","1.277222",,,"89.828165006","0.9928","66.666667","138","17","365950","45744"
"2026/05","광동헬스바이오","086220","KONEX","1379","1529","1349","3.970653","6.56997",,,"83.498140141","1467.0119","11.111111","8882","493","11567493","642639"
"2026/05","EMB","278990","KONEX","2550","2985","2450","6.849098","0.606517",,,"171.29205271","122.8568","5.555556","9420","554","24451320","1438313"
"2026/05","태양기계","116100","KONEX","601","707","542","8.442459","-0.656444",,,"1083.959159596","537.0505","0","21465","1193","13386153","743675"
