일자,시가총액_전체,시가총액_외국인보유,시가총액_비율,주식수_전체,주식수_외국인보유,주식수_비율
"2026/05/29","3593755.0","85326.0","2.37","809495.0","9780.0","1.21"
"2026/05/28","3621767.0","84858.0","2.34","809495.0","9780.0","1.21"
"2026/05/27","3639838.0","83888.0","2.30","809495.0","9780.0","1.21"
"2026/05/26","3707449.0","90705.0","2.45","809495.0","9780.0","1.21"
"2026/05/22","3665898.0","83599.0","2.28","809495.0","9780.0","1.21"
