연월,종목명,종목코드,시장명,종가,최고가(종가),최저가(종가),표준편차,첨도,공왜도,베타,Amihud,Amivest,Zeros,거래량_합계,거래량_일평균,거래대금_합계,거래대금_일평균
"2026/01","아하","102950","KONEX","1590","1995","1590","2.451041","-0.102544",,,"0.299130919","11515.0817","9.52381","253408","12067","428099355","20385684"
"2026/01","바이오텐","289170","KONEX","3145","4095","2975","8.67633","-0.623394",,,"262.844632989","468.7589","0","5043","240","15976490","760785"
"2026/01","아이엘로보틱스","403810","KONEX","2000","3280","2000","7.596107","-0.333017",,,"1.170334817","1031.6482","4.761905","144924","6901","371219922","17677139"
"2026/01","프로젠","296160","KONEX","6630","7540","5950","3.437436","2.791968",,,"0.031531853","16351.802","4.761905","336518","16025","2164561400","103074352"
"2026/01","머니무브","179720","KONEX","10000","10890","9000","5.509637","0.441103",,,"8.016578403","75.9747","14.285714","3919","187","38154450","1816879"
"2026/01","미쥬","351020","KONEX","10140","10140","6590","10.864366","-1.038461",,,"398.447919151","110.7471","4.761905","2464","123","19758160","987908"
"2026/01","유니포인트","121060","KONEX","575","834","552","12.358109","-1.756974",,,"1517.117993213","849.2883","0","92749","4417","60286768","2870798"
"2026/01","큐엠씨","136660","KONEX","1900","2400","1300","8.246273","-0.773768",,,"36.256390033","29.3435","33.333333","11247","625","18423000","1023500"
"2026/01","크로넥스","215570","KONEX","1383","2210","1035","10.031071","-1.123725",,,"0.642649568","3547.0559","0","399022","19001","663418989","31591380"
"2026/01","코셋","189350","KONEX","1649","1878","1213","11.236083","-1.470287",,,"1496.103695476","123.2812","0","18555","884","24624749","1172607"
"2026/01","메디안디노스틱","233250","KONEX","10980","11990","10500","3.291567","1.193506",,,"67.916541827","26.3564","14.285714","1331","63","13383080","637290"
"2026/01","아이티센코어","243870","KONEX","9200","10490","9200","3.602829","5.088225",,,"24.678579962","409.7033","28.571429","15452","909","151976160","8939774"
"2026/01","미래엔에듀파트너","208890","KONEX","1100","1100","1090","0.296283","8.734797",,,"8.864969141","2.3141","76.190476","25","6","26470","6618"
"2026/01","질경이","233990","KONEX","1797","2240","1719","4.434988","3.552199",,,"2.9292033","13017.8692","4.761905","73285","3490","131528086","6263242"
